@station,@grpkeys,@grpvals,@grpvalsdesc,@latdec,@lngdec,@shortname,@stname,@colour,@var_100x00_100,@var_100x00_100_dt,@var_100x00_141,@var_100x00_141_dt,@var_10x00_10,@var_10x00_10_dt
224201,WEB_SW_TELEM,B_224_MITCHELL,224-Mitchell Basin,-37.48996086,147.1664437,WATERFORD,WONNANGATTA RIVER @ WATERFORD,purple,2.989,20221017090000,5735.2,20221017090000,0.0,20221017090000
224203,WEB_SW_TELEM,B_224_MITCHELL,224-Mitchell Basin,-37.76358991,147.3747776,MITCHELL GLENALADALE,MITCHELL RIVER @ GLENALADALE,purple,2.331,20221017090000,8973.6,20221017090000,0.0,20221017090000
224206,WEB_SW_TELEM,B_224_MITCHELL,224-Mitchell Basin,-37.4074969,147.08916452,WONNANGATTA @CROOKED,WONNANGATTA RIVER @ CROOKED RIVER,purple,2.495,20221017090000,4674.3,20221017090000,0.0,20221017090000
224213,WEB_SW_TELEM,B_224_MITCHELL,224-Mitchell Basin,-37.49511762,147.2686992,DARGO @ L DARGO RD,DARGO RIVER @ LOWER DARGO ROAD,purple,2.266,20221017090000,1447.2,20221017090000,0.0,20221017090000
224217,WEB_SW_TELEM,B_224_MITCHELL,224-Mitchell Basin,-37.81500036,147.57222312,MITCHELL @ ROSEHILL,MITCHELL RIVER @ ROSEHILL,purple,4.448,20221017090000,10112.4,20221017090000,0.0,20221017090000
224222,WEB_SW_TELEM,B_224_MITCHELL,224-Mitchell Basin,-37.73655,147.3682,MITCHELL R GLENA. PS,MITCHELL RIVER U/S GLENALADALE PUMPHOUSE,purple,2.950,20221017090000,9192.0,20221017090000,,
224601,WEB_SW_TELEM,B_224_MITCHELL,224-Mitchell Basin,-37.86691944,147.64111111,Macleod Site 2 WB,Macleod Morass - Site 2 Western Bank,grey,0.559,20221017090000,,,,
224602,WEB_SW_TELEM,B_224_MITCHELL,224-Mitchell Basin,-37.84944444,147.63789722,Macleod Site 1 Reg,Macleod Morass - Site 1 Regulator,grey,0.722,20221017090000,,,,
225200,WEB_SW_TELEM,B_225_THOMSON,225-Thomson Basin,-37.98544026,146.7801402,THOMSON @ HEYFIELD,THOMSON RIVER @ HEYFIELD,grey,,,,,,
225201,WEB_SW_TELEM,B_225_THOMSON,225-Thomson Basin,-37.9685868,147.0760061,AVON @ STRATFORD,AVON RIVER @ STRATFORD,green,1.589,20221017090000,399.6,20221017090000,0.0,20221017090000
225204,WEB_SW_TELEM,B_225_THOMSON,225-Thomson Basin,-37.90204282,146.8053219,GLENMAGGIE TAIL,MACALISTER RIVER @ LAKE GLENMAGGIE (TAIL GAUGE),grey,,,,,,
225209,WEB_SW_TELEM,B_225_THOMSON,225-Thomson Basin,-37.62961037,146.6233123,MACALISTER @ LICOLA,MACALISTER RIVER @ LICOLA,purple,2.037,20221017090000,3619.9,20221017090000,0.0,20221017090000
225212,WEB_SW_TELEM,B_225_THOMSON,225-Thomson Basin,-38.01068638,146.8810046,THOMSON @ WANDOCKA,THOMSON RIVER @ WANDOCKA,purple,2.244,20221017090000,1158.7,20221017090000,,
225218,WEB_SW_TELEM,B_225_THOMSON,225-Thomson Basin,-37.8101256,147.0950473,FREESTONE CREEK,FREESTONE CREEK @ BRIAGALONG,blue,1.457,20221017090000,52.5,20221017090000,0.0,20221017090000
225219,WEB_SW_TELEM,B_225_THOMSON,225-Thomson Basin,-37.51621523,146.5664779,MACALISTER @ GLEN,MACALISTER RIVER @ GLENCAIRN,purple,1.059,20221017060000,2041.4,20221017060000,,
225221,WEB_SW_TELEM,B_225_THOMSON,225-Thomson Basin,-37.76935073,146.6677493,MACALISTER @ STRINGY,MACALISTER RIVER @ STRINGYBARK CREEK,grey,,,,,,
225224,WEB_SW_TELEM,B_225_THOMSON,225-Thomson Basin,-37.80184085,146.8849073,AVON @ CHANNEL,AVON RIVER @ THE CHANNEL,blue,1.757,20221017090000,247.8,20221017090000,0.0,20221017090000
225225,WEB_SW_TELEM,B_225_THOMSON,225-Thomson Basin,-37.90461,146.79998,MACALISTER @ GLENMAG,MACALISTER RIVER @ LAKE GLENMAGGIE (HEAD GAUGE),blue,76.592,20221017080000,,,0.0,20221017080000
225230,WEB_SW_TELEM,B_225_THOMSON,225-Thomson Basin,-37.91372476,146.6561113,GLENMAGGIE CK GORGE,GLENMAGGIE CREEK @ THE GORGE,grey,,,,,,
225231,WEB_SW_TELEM,B_225_THOMSON,225-Thomson Basin,-37.97499864,146.62500398,THOM. @U/S COWWARR W,THOMSON RIVER @ U/S OF COWWARR WEIR,purple,2.797,20221017093000,1347.6,20221017093000,0.0,20221017093000
225232,WEB_SW_TELEM,B_225_THOMSON,225-Thomson Basin,-38.04526544,146.9921134,THOMSON @ BUNDALAGUA,THOMSON RIVER @ BUNDALAGUAH,purple,4.421,20221017090000,4313.3,20221017090000,,
225236,WEB_SW_TELEM,B_225_THOMSON,225-Thomson Basin,-38.00213184,146.7800107,RAINBOW @ HEYFIELD,RAINBOW CREEK @ HEYFIELD,grey,,,,,,
225247,WEB_SW_TELEM,B_225_THOMSON,225-Thomson Basin,-38.02567825,146.97771934,MACALISTER RIVERSLEA,MACALISTER RIVER @ RIVERSLEA,grey,3.774,20221017090000,3364.0,20221017090000,,
225809,WEB_SW_TELEM,B_225_THOMSON,225-Thomson Basin,-37.4960855,146.8575938,RG @ MT WELLINGTON,RAIN GAUGE (AVON RIVER) @ MOUNT WELLINGTON,grey,,,,,0.0,20221017090000
225810,WEB_SW_TELEM,B_225_THOMSON,225-Thomson Basin,-37.53120709,147.00603484,RG @ REEVE KNOB,RAIN GAUGE (AVON RIVER) @ REEVE KNOB,grey,,,,,0.0,20221017090000
225825,WEB_SW_TELEM,B_225_THOMSON,225-Thomson Basin,-37.225254,146.603635,RG AT HIGH RIDGE,RAINGAUGE (MACALISTER RV) @ HIGH RIDGE,grey,,,,,0.0,20221017000000
226005,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.166772,146.4097,LATROBE @ THOMS,LATROBE RIVER @ THOMS BRIDGE,purple,2.338,20221017090000,3858.7,20221017090000,,
226021,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.16300439,146.2690819,NARRACAN CK @ MOE,NARRACAN CREEK @ MOE,grey,,,,,,
226023,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.19405359,146.5439326,TRARALGON CK,TRARALGON CREEK @ TRARALGON,blue,1.357,20221017090000,210.5,20221017090000,,
226027,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.144912922,147.127817965,LA TROBE RV SWING BR,LA TROBE RIVER @ SWING BRIDGE,blue,0.601,20221017090000,,,,
226041,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.1233752,147.3750806,LAKE WELLINGTON,LAKE WELLINGTON @ BULL BAY,grey,,,,,,
226204,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.08850552,146.1596572,LATROBE @ WILLOW GVE,LATROBE RIVER @ WILLOW GROVE,purple,1.820,20221017090000,790.6,20221017090000,,
226205,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-37.90701017,146.0221188,LATROBE @ NOOJEE,LATROBE RIVER @ NOOJEE,grey,,,,,,
226207,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.1654655,145.955595,Hazel Ck @ WWTP,Hazel Creek @ Warragul WWTP,grey,0.978,20221017090000,69.0,20221017090000,,
226209,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.20566815,146.0021236,MOE R @ DARNUM,MOE RIVER @ DARNUM,purple,1.498,20221017090000,346.8,20221017090000,0.0,20221017090000
226216,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.09467319,146.2422901,TANJIL @TANJIL SOUTH,TANJIL RIVER @ TANJIL SOUTH,purple,1.593,20221017090000,779.3,20221017090000,0.0,20221017090000
226218,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.27191618,146.1865277,NARRACAN @ THORPDALE,NARRACAN CREEK @ THORPDALE,blue,0.649,20221017090000,110.6,20221017090000,0.0,20221017090000
226224,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.14817357,146.7894905,LATROBE @ ROSEDALE,LATROBE RIVER @ ROSEDALE (ANABRANCH),blue,2.216,20221017090000,40.1,20221017090000,,
226226,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-37.97984217,146.193315,TANJIL @ TANJIL JUNC,TANJIL RIVER @ TANJIL JUNCTION,blue,0.885,20221017090000,535.0,20221017090000,,
226227,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.13921347,146.9189788,LATROBE @ KILMANY S.,LATROBE RIVER @ KILMANY SOUTH,purple,4.976,20221017090000,5017.9,20221017090000,,
226228,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.14239142,146.7917096,LATROBE @ ROSEDALE,LATROBE RIVER @ ROSEDALE (MAIN STREAM),purple,3.951,20221017090000,6028.9,20221017090000,,
226253,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-37.90305833,146.36861667,TRIGGER CK GW SYPHON,TRIGGER CREEK @ GIPPSLAND WATER SYPHON,grey,,,,,,
226402,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.17598946,146.2130207,MOE @ TRAFALGAR,MOE DRAIN @ TRAFALGAR EAST,blue,1.328,20221017090000,880.0,20221017090000,,
226407,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.40696156,146.3053661,MORWELL @ BOOLARRA,MORWELL RIVER @ BOOLARRA,orange,0.603,20221017090000,123.6,20221017090000,0.0,20221017090000
226408,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.215146,146.368318,MORWELL R YALLOURN,MORWELL R @ YALLOURN,grey,,,,,,
226410,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.32297218,146.5315258,TRARALGON @ KOORNALL,TRARALGON CREEK @ KOORNALLA,green,0.975,20221017090000,98.0,20221017090000,0.0,20221017090000
226415,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.2698709,146.5404981,TRARALGON C JONES RD,TRARALGON CREEK @ TRARALGON SOUTH (JONES RD),blue,1.613,20221017090000,,,0.0,20221017090000
226418,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.32304722,146.31953611,Morwell R@ Creamery,Morwell River @ Creamery Road,grey,0.610,20221017093000,,,,
226602,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.148027419,147.182647389,DOWDS MORASS AREA2,AREA 2 SITE1 @ DOWDS MORASS NTH,grey,,,,,,
226606,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.04509867,147.5832521,L VICTORIA LOCHSPORT,LAKE VICTORIA @ LOCH SPORT,grey,,,,,,
226608,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-37.88,147.87,LK KING AT METUNG,LAKE KING @ METUNG,grey,,,,,,
226609,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-37.88424,147.97333,C'GHAM @ BULLOCK ISL,CUNNINGHAM ARM @ BULLOCK ISLAND,blue,0.188,20221017090000,,,,
226611,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.13263039,147.179556845,HEART MORASS RICKETY,HEART MORASS @ RICKETY BRIDGE,grey,,,,,,
226613,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.13678889,147.09219444,Sale Common Gauge 2,Sale Common- Gauge 2 Wetland,grey,0.705,20221017090000,,,,
226614,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.12684167,147.0755,Sale Common Gauge 1,Sale Common- Gauge 1 Billabong,grey,0.830,20221017090000,,,,
226814,WEB_SW_TELEM,B_226_LATROBE,226-Latrobe Basin,-38.3965772,146.5623601,R.G. MT TASSIE,RAIN GAUGE @ MT TASSIE,grey,,,,,0.0,20221017090000
227200,WEB_SW_TELEM,B_227_STHGIPPS,227-South Gippsland Basin,-38.550964,146.682818,TARRA @ YARRAM,TARRA RIVER @ YARRAM,orange,0.857,20221017090000,168.9,20221017090000,,
227202,WEB_SW_TELEM,B_227_STHGIPPS,227-South Gippsland Basin,-38.58164621,145.9915693,TARWIN @ MEENIYAN,TARWIN RIVER @ MEENIYAN,grey,2.808,20221017090000,1496.3,20221017090000,,
227211,WEB_SW_TELEM,B_227_STHGIPPS,227-South Gippsland Basin,-38.6399743,146.3724776,AGNES @ TOORA,AGNES RIVER @ TOORA,grey,0.458,20221017090000,91.9,20221017090000,,
227236,WEB_SW_TELEM,B_227_STHGIPPS,227-South Gippsland Basin,-38.55901685,145.7088978,POWLETT @ D/S FOSTER,POWLETT RIVER @ D/S FOSTER CREEK JUNCTION,blue,1.632,20221017090000,181.0,20221017090000,,
227239,WEB_SW_TELEM,B_227_STHGIPPS,227-South Gippsland Basin,-38.26600905,146.9160718,MERRIMAN @ STRADBROK,MERRIMAN CREEK @ STRADBROKE WEST,purple,2.401,20221017090000,250.5,20221017090000,0.4,20221017090000
227242,WEB_SW_TELEM,B_227_STHGIPPS,227-South Gippsland Basin,-38.37514934,147.1854982,MERRIMAN @ SEASPRAY,MERRIMAN CREEK @ SEASPRAY TOWNSHIP,grey,1.015,20221017090000,,,,
227245,WEB_SW_TELEM,B_227_STHGIPPS,227-South Gippsland Basin,-38.3598556,145.79880788,LT. BASS RV POOWONG,LITTLE BASS RIVER @ POOWONG U/S LITTLE BASS RES.,blue,0.324,20221017090000,8.2,20221017090000,,
227246,WEB_SW_TELEM,B_227_STHGIPPS,227-South Gippsland Basin,-38.409367,145.818297,KORUMBURRA GOLF COUR,COALITION CREEK,green,0.168,20221017090000,0.1,20221017090000,,
227248,WEB_SW_TELEM,B_227_STHGIPPS,227-South Gippsland Basin,-38.40014519,145.8131798,BELLVIEW CK,BELLVIEW CREEK U/S BELLVIEW RESERVOIR,blue,0.186,20221017090000,0.6,20221017090000,,
227249,WEB_SW_TELEM,B_227_STHGIPPS,227-South Gippsland Basin,-38.40313777,145.8819819,RUBY CREEK ARAWATA,RUBY CREEK @ ARAWATA,blue,0.159,20221017090000,6.0,20221017090000,,
227251,WEB_SW_TELEM,B_227_STHGIPPS,227-South Gippsland Basin,-38.47569363,146.5792734,TARRA R @ WEIR O/T,TARRA RIVER @ TARRA WEIR OFFTAKE,grey,0.338,20221017060000,57.7,20221017060000,,
227266,WEB_SW_TELEM,B_227_STHGIPPS,227-South Gippsland Basin,-38.52499336,145.95600671,TARWIN R KOONWARRA,TARWIN RIVER @ KOONWARRA,grey,,,,,,
227270,WEB_SW_TELEM,B_227_STHGIPPS,227-South Gippsland Basin,-38.43219544,145.7926083,FOSTER CK KORUMBURRA,FOSTER CREEK @ KORUMBURRA,grey,0.417,20221017090000,5.6,20221017090000,,
227271,WEB_SW_TELEM,B_227_STHGIPPS,227-South Gippsland Basin,-38.603299,146.038287,STONY CK @ MEENYAN,STONY CREEK @ MEENIYAN,blue,0.683,20221017090000,33.7,20221017090000,,
227272,WEB_SW_TELEM,B_227_STHGIPPS,227-South Gippsland Basin,-38.35545556,147.16517778,MERRIMAN CK PUMP STN,MERRIMAN CREEK @ SEASPRAY PUMP STATION,grey,0.285,20221017090000,152.7,20221017090000,,
227273,WEB_SW_TELEM,B_227_STHGIPPS,227-South Gippsland Basin,-38.57365861,145.5105533,POWLETT RV AT MOUTH,POWLETT RIVER AT MOUTH OF POWLETT ROAD,red,0.583,20221017090000,,,,
228215,WEB_SW_TELEM,B_228_BUNYIP,228-Bunyip Basin,-38.134096,145.828032,King Parrot ck WWTP,King Parrot Creek @ D/S Drouin WWTP,grey,0.301,20221017090000,8.7,20221017090000,,
230200,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.72770609,144.8364761,MARIBYRNONG @ KEILOR,MARIBYRNONG RIVER @ KEILOR,purple,1.130,20221017090000,2520.9,20221017090000,0.0,20221017090000
230202,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.58321737,144.74203564,JACKSON CK @ SUNBURY,JACKSON CREEK @ SUNBURY,purple,1.300,20221017090000,286.6,20221017090000,0.0,20221017090000
230204,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.46477876,144.6721054,RIDDELLS @ RIDELLS,RIDDELLS CREEK @ RIDDELLS CREEK,purple,0.508,20221017090000,54.6,20221017090000,,
230205,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.631372,144.8009737,DEEP @ BULLA,DEEP CREEK @ BULLA (D/S OF EMU CREEK JUNCT.),red,0.192,20221017090000,0.0,20221017090000,,
230206,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.47537048,144.5724432,JACKSON @ GISBORNE,JACKSON CREEK @ GISBORNE,purple,0.791,20221017090000,113.5,20221017090000,,
230209,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.41050387,144.6260551,BARRINGO CREEK,BARRINGO CREEK @ BARRINGO (U/S OF DIVERSION),grey,0.530,20221017090000,30.7,20221017090000,,
230210,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.47184802,144.5243124,SALTWATER @ BULLEN.,SALTWATER CREEK @ BULLENGAROOK,purple,0.299,20221017090000,32.8,20221017090000,,
230213,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.41890497,144.5848096,TURRITABLE @ MACEDON,TURRITABLE CREEK @ MOUNT MACEDON,blue,0.284,20221017090000,24.7,20221017090000,,
230216,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.4748,144.56893,JACKSON @ ROSSLYNNE,JACKSON CREEK @ ROSSLYNNE RESERVOIR (HEAD GAUGE),purple,450.962,20221017080000,57.2,20221017080000,0.0,20221017080000
230217,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.31369317,144.6392591,GARDEN @ US LANCE.,GARDEN HUT CREEK @ U/S OF LANCEFIELD RESERVIOR,grey,0.462,20221017090000,16.9,20221017090000,,
230220,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.49078,144.73922,JACKSON CK CLARKF'LD,JACKSON CREEK @ CLARKFIELD,purple,1.148,20221017090000,,,,
230227,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.39612106,144.6603949,MAIN CK @ KERRIE,MAIN CREEK @ KERRIE,purple,0.384,20221017090000,5.5,20221017090000,,
230231,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.39894,144.5935,WILLIMIGONGON CK,WILLIMIGONGON CK @ MT MACEDON-ANZAC RD,purple,0.443,20221017090000,16.0,20221017090000,,
230233,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.48798056,144.6160806,JACKSON CK TREAT.PL.,JACKSON CREEK @ GISBORNE TREATMENT PLANT,purple,0.384,20221017090000,109.8,20221017090000,0.0,20221017090000
230239,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.38518,144.60162,STONEY C ORD HILL RE,STONEY CREEK U/S ORD HILL RESERVOIR,purple,0.384,20221017090000,13.1,20221017090000,,
230240,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.57117842,144.7368969,JACKSON CK SALESIAN,JACKSON CREEK @ SALESIAN COLLEGE SUNBURY,purple,1.791,20221017090000,,,,
230242,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.483237,144.713182,JACKSONS CK U/S RWP,JACKSONS CREEK @ U/S RIDDLES CREEK RWP OUTFALL,purple,0.615,20221017090000,209.4,20221017090000,,
230243,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.37087626,144.6679206,BOLINDA CK PDR FLOW,BOLINDA CREEK PDR FLOW @ BOLINDA CREEK OFFTAKE,grey,0.391,20221017090000,8.7,20221017090000,,
230246,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.360942,144.783888,DEEP CK @ ROMSEY,DEEP CREEK @ ROMSEY,grey,1.228,20221017090000,430.2,20221017090000,,
230250,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.368429,144.782405,Deep Ck @ Romsey TP,Deep Creek @ Romsey Treatment Plant,grey,,,,,,
230704,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.37087626,144.6679206,BOLINDA CK OFFTAKE,BOLINDA CREEK OFFTAKE @ BOLINDA CREEK,purple,0.391,20221017090000,,,,
230706,WEB_SW_TELEM,B_230_MARIB,230-Maribyrnong Basin,-37.42173976,144.6698799,MAIN CK OFFTAKE,MAIN CREEK OFFTAKE @ FORSTER RESERVOIR,blue,0.102,20221017090000,0.0,20221017090000,,
231200,WEB_SW_TELEM,B_231_WERRIBEE,231-Werribee Basin,-37.68101727,144.4282675,WERRIBEE @ BACCHUS,WERRIBEE RIVER @ BACCHUS MARSH,purple,0.538,20221017090500,561.0,20221017090500,,
231203,WEB_SW_TELEM,B_231_WERRIBEE,231-Werribee Basin,-37.61441958,144.2939186,PYKES @ PYKES,PYKES CREEK @ PYKES CREEK RESERVOIR,blue,0.479,20221017080000,136.5,20221017080000,,
231204,WEB_SW_TELEM,B_231_WERRIBEE,231-Werribee Basin,-37.87952634,144.6455655,WERRIBEE @ DIV. WEIR,WERRIBEE RIVER @ WERRIBEE DIVERSION WEIR,purple,0.595,20221017090000,1954.1,20221017090000,,
231205,WEB_SW_TELEM,B_231_WERRIBEE,231-Werribee Basin,-37.74622874,144.5725944,WERRIBEE @ MELTON,WERRIBEE RIVER @ MELTON RESERVOIR (TAIL GAUGE),purple,0.957,20221017080000,1366.6,20221017080000,,
231211,WEB_SW_TELEM,B_231_WERRIBEE,231-Werribee Basin,-37.6307213,144.4272042,LERDERDERG @ GOODMAN,LERDERDERG RIVER @ U/S GOODMAN CREEK JUNCTION,purple,0.598,20221017090000,379.4,20221017090000,0.0,20221017090000
231213,WEB_SW_TELEM,B_231_WERRIBEE,231-Werribee Basin,-37.49627398,144.3610498,LERDERDERG @ SARDINE,LERDERDERG RIVER @ SARDINE CREEK O'BRIEN CROSSING,purple,1.098,20221017090000,483.1,20221017090000,,
231214,WEB_SW_TELEM,B_231_WERRIBEE,231-Werribee Basin,-37.68102156,144.4916016,PYRITES @ BACCHUS M.,PYRITES CREEK @ BACCHUS MARSH,grey,,,,,,
231221,WEB_SW_TELEM,B_231_WERRIBEE,231-Werribee Basin,-37.74471,144.56932,WERRIBEE @ MELTON,WERRIBEE RIVER @ MELTON RESERVOIR (HEAD GAUGE),purple,82.710,20221017080000,1281.7,20221017080000,,
231222,WEB_SW_TELEM,B_231_WERRIBEE,231-Werribee Basin,-37.61,144.295,PYKES @ PYKES RESERV,PYKES CREEK @ PYKES CREEK RESERVOIR (H.GAUGE),purple,396.613,20221017080000,490.4,20221017080000,0.0,20221017080000
231223,WEB_SW_TELEM,B_231_WERRIBEE,231-Werribee Basin,-37.63333333,144.4916667,PYRITES @ MERRIMU,PYRITES CREEK @ MERRIMU RESERVOIR (HEAD GAUGE),purple,173.360,20221017080000,0.0,20221017080000,0.0,20221017080000
231225,WEB_SW_TELEM,B_231_WERRIBEE,231-Werribee Basin,-37.59980544,144.2491928,WERRIBEE @ BALLAN,WERRIBEE RIVER @ BALLAN (U/S OLD WESTERN HWY),grey,,,,,,
231233,WEB_SW_TELEM,B_231_WERRIBEE,231-Werribee Basin,-37.457395,144.290113,BLACKWOOD B1,BLACKWOOD BASIN 1 @ BLACKWOOD,grey,4.596,20221017090000,,,0.0,20221017090000
231236,WEB_SW_TELEM,B_231_WERRIBEE,231-Werribee Basin,-37.45576,144.30138,LONG GULLY BLACKWOOD,LONG GULLY CREEK @ BLACKWOOD,purple,0.278,20221017090000,27.2,20221017090000,,
231260,WEB_SW_TELEM,B_231_WERRIBEE,231-Werribee Basin,-37.756706,144.582172,Outfall Spring @ MTP,Outfall Spring @ Melton Treatment Plant (Surbiton Park),grey,0.518,20221017090000,,,,
231262,WEB_SW_TELEM,B_231_WERRIBEE,231-Werribee Basin,-37.788316,144.589539,Werribee R D/S MTP,Werribee River @ D/S Melton Treatment Plant,grey,,,,,,
231731,WEB_SW_TELEM,B_231_WERRIBEE,231-Werribee Basin,-37.603878,144.523401,Djerriwarrh O/Let,Djerriwarrh Outlet Channel @ Djerriwarrh Reservoir,grey,0.009,20221017090000,,,,
232202,WEB_SW_TELEM,B_232_MOORABOOL,232-Moorabool Basin,-38.08931152,144.27822492,MOORABOOL @ BATESFOR,MOORABOOL RIVER @ BATESFORD,purple,2.707,20221017090000,3227.4,20221017090000,,
232204,WEB_SW_TELEM,B_232_MOORABOOL,232-Moorabool Basin,-37.76387236,144.1066954,MOORABOOL @ MORRISON,MOORABOOL RIVER @ MORRISONS,purple,1.275,20221017090000,1275.0,20221017090000,0.0,20221017090000
232210,WEB_SW_TELEM,B_232_MOORABOOL,232-Moorabool Basin,-37.64315379,144.0421875,MOORABOOL @ LAL LAL,MOORABOOL RIVER WEST BRANCH @ LAL LAL,purple,0.957,20221017090000,270.8,20221017090000,0.0,20221017090000
232213,WEB_SW_TELEM,B_232_MOORABOOL,232-Moorabool Basin,-37.65468056,144.0338694,LAL LAL @ BUNGAL DAM,LAL LAL CREEK @ U/S OF BUNGAL DAM,purple,0.668,20221017090000,460.1,20221017090000,,
232214,WEB_SW_TELEM,B_232_MOORABOOL,232-Moorabool Basin,-37.62982,144.06236,BLACK @ BUNGAL DAM,BLACK CREEK @ U/S OF BUNGAL DAM,purple,0.479,20221017090000,20.5,20221017090000,,
232215,WEB_SW_TELEM,B_232_MOORABOOL,232-Moorabool Basin,-37.6337175,144.0807662,WOOLLEN @ BUNGAL DAM,WOOLLEN CREEK @ U/S OF BUNGAL DAM,purple,0.362,20221017090000,15.9,20221017090000,,
232217,WEB_SW_TELEM,B_232_MOORABOOL,232-Moorabool Basin,-37.51551006,144.0847696,MOORABOOL WB RES HG,MOORABOOL R WEST BRANCH @ MOORABOOL RESERVOIR HG,purple,10.931,20221017090000,,,,
232219,WEB_SW_TELEM,B_232_MOORABOOL,232-Moorabool Basin,-37.54143987,144.0265923,LAL LAL C BEALES RES,LAL LAL CREEK @ BEALES RESERVOIR,grey,,,,,0.0,20221017090000
232220,WEB_SW_TELEM,B_232_MOORABOOL,232-Moorabool Basin,-37.51427871,144.0178753,LAL LAL C WILSON RES,LAL LAL CREEK @ WILSON RESERVOIR H.G.,grey,,,,,0.0,20221017090000
232222,WEB_SW_TELEM,B_232_MOORABOOL,232-Moorabool Basin,-37.67679004,144.0743393,LAL LAL RES. H.G.,WEST MOORABOOL RIVER @ LAL LAL RES. H.G.,grey,,,,,0.0,20221017090000
232223,WEB_SW_TELEM,B_232_MOORABOOL,232-Moorabool Basin,-37.50493,144.01227,FRAWLEY CK WILSON RS,FRAWLEY CREEK @ U/S WILSON RESERVOIR,purple,0.400,20221017090000,10.5,20221017090000,,
232235,WEB_SW_TELEM,B_232_MOORABOOL,232-Moorabool Basin,-37.50631,144.07054,DEVIL CK U/S M'BOOL,DEVIL CREEK U/S MOORABOOL RESERVOIR,purple,0.458,20221017090000,26.8,20221017090000,0.0,20221017090000
232236,WEB_SW_TELEM,B_232_MOORABOOL,232-Moorabool Basin,-37.49661025,144.0748071,WEST MOORABOOL R,WEST MOORABOOL RIVER U/S MOORABOOL RESERVOIR,purple,0.310,20221017090000,33.2,20221017090000,,
232242,WEB_SW_TELEM,B_232_MOORABOOL,232-Moorabool Basin,-37.86192,144.1318,MOORABOOL R MEREDITH,MOORABOOL R @ COOPERS CROSSING MEREDITH,grey,6.562,20221017090000,,,,
