attributes.bom_stn_num,attributes.name,attributes.lat,attributes.long,attributes.state,attributes.location_types,attributes.basin
10576,Karlgarin,-32.5,118.7089,WA,rain gauge;,Avon River
10581,King Rocks,-32.2894,119.1358,WA,rain gauge;,Avon River
10582,Kojonup,-33.83,117.159,WA,rain gauge;,Blackwood River
10583,Kondinin,-32.4947,118.2675,WA,rain gauge;,Avon River
10584,Kulin,-32.6719,118.1547,WA,rain gauge;,Avon River
10602,Malyalling,-32.6983,117.6542,WA,rain gauge;,Avon River
10606,Lake Camm,-32.9267,119.5775,WA,rain gauge;,Avon River
10611,Mount Madden,-33.2761,119.7753,WA,rain gauge;,Avon River
10612,Narembeen,-32.0656,118.3956,WA,rain gauge;,Avon River
10614,Narrogin,-32.9342,117.1797,WA,rain gauge;,Blackwood River
10617,Newdegate,-33.0939,119.0236,WA,rain gauge;,Avon River
10619,Nyabing,-33.5417,118.1489,WA,rain gauge;,Blackwood River
10622,Ongerup,-33.9634,118.4788,WA,rain gauge;,Albany Coast
10625,Pingaring,-32.7533,118.6267,WA,rain gauge;,Avon River
10626,Pingelly,-32.5336,117.0831,WA,rain gauge;,Avon River
10627,Pingrup,-33.5347,118.5092,WA,rain gauge;,Avon River
10628,Quairading,-32.0094,117.4014,WA,rain gauge;,Avon River
12304,Melrose,-27.9283,121.3047,WA,rain gauge;,Salt Lake
10904,Swanara,-32.1717,118.6136,WA,rain gauge;,Avon River
10633,Ravensthorpe,-33.5803,120.0458,WA,rain gauge;,Esperance Coast
10634,Redlands,-32.3108,116.7675,WA,rain gauge;,Avon River
10635,Riverdale,-33.7853,116.9064,WA,rain gauge;,Blackwood River
10638,St Albans,-32.5228,118.3047,WA,rain gauge;,Avon River
10647,Wagin,-33.3075,117.3403,WA,rain gauge;,Blackwood River
10654,Wickepin,-32.7822,117.4992,WA,rain gauge;,Avon River
10655,Williams,-33.0269,116.8792,WA,rain gauge;,Murray River (Wa)
10657,Nairibin,-33.3556,117.9161,WA,rain gauge;,Blackwood River
10659,Woodanilling,-33.5636,117.4336,WA,rain gauge;,Blackwood River
10662,Yealering,-32.5936,117.6214,WA,rain gauge;,Avon River
10665,Kukerin,-33.1886,118.0839,WA,rain gauge;,Blackwood River
10668,Koorikin,-32.4692,118.1458,WA,rain gauge;,Avon River
10670,Lake Carmody,-32.4831,119.3625,WA,rain gauge;,Avon River
10692,Newdegate Research Station,-33.1129,118.84,WA,rain gauge;,Avon River
10694,Twolganup,-33.9956,117.9164,WA,rain gauge;,Albany Coast
10696,Amrista Park,-32.6597,118.6319,WA,rain gauge;,Avon River
10700,Kojonolokan Hills,-33.4972,117.3131,WA,rain gauge;,Blackwood River
10702,Mount Walker,-32.1003,118.8058,WA,rain gauge;,Avon River
10707,Jerramungup,-33.9414,118.9203,WA,rain gauge;,Albany Coast
10729,Chillinup,-34.3439,118.6306,WA,rain gauge;,Albany Coast
10792,Gairdner,-34.2264,118.9369,WA,rain gauge;,Albany Coast
10795,Avondale Farm,-32.1178,116.8678,WA,rain gauge;,Avon River
10797,Lake Toolbrunup,-34.2561,117.9261,WA,rain gauge;,Albany Coast
10816,Beaumont,-33.2064,117.6994,WA,rain gauge;,Blackwood River
10866,Cranham,-33.9317,117.3258,WA,rain gauge;,Blackwood River
10878,Chesalon,-33.5557,119.5775,WA,rain gauge;,Esperance Coast
10881,Gibb Rock,-32.1336,119.0261,WA,rain gauge;,Avon River
10889,Mordetta,-32.885,118.6347,WA,rain gauge;,Avon River
10894,Allan Rocks,-32.6322,119.0958,WA,rain gauge;,Avon River
10897,Nalyerlup,-34.2206,118.5042,WA,rain gauge;,Albany Coast
10900,Desert Fringe,-32.9297,119.8367,WA,rain gauge;,Avon River
10905,Jacup,-33.8878,119.1092,WA,rain gauge;,Albany Coast
10908,Yangedine,-32.0294,116.8742,WA,rain gauge;,Avon River
10911,Lake Grace,-33.1006,118.4647,WA,rain gauge;,Avon River
10912,Yealering East,-32.5878,117.6408,WA,rain gauge;,Avon River
10916,Katanning,-33.6856,117.6064,WA,rain gauge;,Blackwood River
10917,Wandering,-32.6722,116.6706,WA,rain gauge;,Murray River (Wa)
10919,Wilgarra,-32.6944,116.6135,WA,rain gauge;,Murray River (Wa)
10920,Mount Westdale,-32.2683,116.6745,WA,rain gauge;,Avon River
10921,Inglebourne,-34.2351,118.2224,WA,rain gauge;,Albany Coast
10923,Williams North,-33.0042,116.8511,WA,rain gauge;,Murray River (Wa)
10925,Quairading East,-32.0047,117.4134,WA,rain gauge;,Avon River
11003,Eucla,-31.6797,128.8958,WA,rain gauge;,Nullarbor
11017,Balladonia,-32.4569,123.8653,WA,rain gauge;,Nullarbor
11019,Eyre,-32.2464,126.3008,WA,rain gauge;,Nullarbor
11023,Caiguna Asa,-32.2653,125.4894,WA,rain gauge;,Nullarbor
11029,Arubiddy,-31.8097,125.9267,WA,rain gauge;,Nullarbor
11030,Rawlinna Homestead,-31.0417,125.2164,WA,rain gauge;,Nullarbor
11032,Rawlinna Depot,-31.5803,125.2019,WA,rain gauge;,Nullarbor
11041,Seemore Downs,-30.7428,125.2936,WA,rain gauge;,Nullarbor
11052,Forrest,-30.8453,128.1092,WA,rain gauge;,Nullarbor
11053,Red Rocks Point,-32.2028,127.5297,WA,rain gauge;,Nullarbor
12001,Albion Downs,-27.2878,120.3919,WA,rain gauge;,Salt Lake
12007,Boodarockin,-31.0603,118.8367,WA,rain gauge;,Avon River
12009,Norseman Aero,-32.2147,121.7547,WA,rain gauge;,Salt Lake
12011,Bullfinch,-30.9836,119.0669,WA,rain gauge;,Avon River
12013,Bulong,-30.7503,121.7519,WA,rain gauge;,Salt Lake
12018,Coolgardie,-30.9586,121.1739,WA,rain gauge;,Salt Lake
12026,Bodallin South,-31.6419,118.9019,WA,rain gauge;,Avon River
12027,Edjudina,-29.8119,122.3547,WA,rain gauge;,Salt Lake
12028,Gorya Valley,-33.0372,121.6644,WA,rain gauge;,Salt Lake
12029,Fraser Range,-32.0339,122.8017,WA,rain gauge;,Salt Lake
12038,Kalgoorlie-Boulder Airport,-30.7847,121.4533,WA,rain gauge;,Salt Lake
12043,Kookynie,-29.3361,121.4944,WA,rain gauge;,Salt Lake
12044,Munglinup West,-33.5547,120.6997,WA,rain gauge;,Esperance Coast
12045,Laverton,-28.6303,122.4072,WA,rain gauge;,Salt Lake
12046,Leonora,-28.8879,121.3302,WA,rain gauge;,Salt Lake
12052,Menzies,-29.6939,121.0297,WA,rain gauge;,Salt Lake
12066,Ora Banda,-30.3764,121.0633,WA,rain gauge;,Salt Lake
12071,Salmon Gums Res.Stn.,-32.9869,121.6239,WA,rain gauge;,Salt Lake
12083,Westonia,-31.3017,118.698,WA,rain gauge;,Avon River
12088,Yakabindie,-27.575,120.5319,WA,rain gauge;,Salt Lake
12090,Yeelirrie,-27.2842,120.0931,WA,rain gauge;,Salt Lake
12093,Yundamindra,-29.2472,122.1022,WA,rain gauge;,Salt Lake
12101,Seven Oaks,-31.3214,118.5475,WA,rain gauge;,Avon River
12106,Woolibar,-31.0731,121.665,WA,rain gauge;,Salt Lake
12114,Richfields,-33.6839,120.6958,WA,rain gauge;,Esperance Coast
12117,Kambalda West,-31.2186,121.6181,WA,rain gauge;,Salt Lake
12141,Windarling,-30.0242,119.28,WA,rain gauge;,Avon River
12152,Koorarawalyee,-31.2608,120.0217,WA,rain gauge;,Avon River
12176,Sturt Meadows,-28.6781,120.9706,WA,rain gauge;,Salt Lake
12220,Cowarna Downs,-31.0089,122.3567,WA,rain gauge;,Salt Lake
12223,Lort River,-33.2204,121.3532,WA,rain gauge;,Esperance Coast
12226,Bodallin North,-31.1664,118.8878,WA,rain gauge;,Avon River
12227,Koolyanobbing,-30.8183,119.5197,WA,rain gauge;,Avon River
12239,Bulga Downs,-28.4967,119.7436,WA,rain gauge;,Salt Lake
12241,Leonora Aero,-28.8789,121.3186,WA,rain gauge;,Salt Lake
12247,Gindalbie,-30.2819,121.7606,WA,rain gauge;,Salt Lake
12259,Credo,-30.4653,120.8283,WA,rain gauge;,Salt Lake
12295,Coppin Rock,-31.1003,118.6019,WA,rain gauge;,Avon River
12297,Beaumont West,-33.4853,122.5867,WA,rain gauge;,Salt Lake
12305,Laverton Aero,-28.6133,122.4236,WA,rain gauge;,Salt Lake
12314,Leinster Aero,-27.8386,120.7031,WA,rain gauge;,Salt Lake
12320,Southern Cross Airfield,-31.2353,119.3564,WA,rain gauge;,Avon River
13005,Lorna Glen,-26.2253,121.5561,WA,rain gauge;,Salt Lake
13011,Warburton Airfield,-26.1317,126.5839,WA,rain gauge;,Warburton
13015,Carnegie,-25.7964,122.9753,WA,rain gauge;,Salt Lake
13017,Giles Meteorological Office,-25.0341,128.301,WA,rain gauge;,Mackay
13030,Telfer Aero,-21.7125,122.2281,WA,rain gauge;,Sandy Desert
13032,Granite Peak,-25.6361,121.3533,WA,rain gauge;,Salt Lake
13038,Cunyu,-25.7069,120.3478,WA,rain gauge;,Salt Lake
13039,Packsaddle Farm,-26.5994,120.3417,WA,rain gauge;,Salt Lake
13040,Tjukayirla,-27.1542,124.5747,WA,rain gauge;,Salt Lake
13043,Parnngurr,-22.8181,122.5956,WA,rain gauge;,Sandy Desert
13044,Wiluna Aero,-26.6274,120.2194,WA,rain gauge;,Salt Lake
109501,Mount William,-32.938,116.024,WA,rain gauge;,Harvey River
109507,Ferguson Valley Alert,-33.444,115.8536,WA,rain gauge;,Preston River
109508,Doyle Road Cb1,-33.744,115.3432,WA,rain gauge;water level gauge;,Busselton Coast
109509,Chapman Hill Road Cb2,-33.7371,115.3545,WA,rain gauge;water level gauge;,Busselton Coast
109511,Porongurups,-34.6584,117.8941,WA,rain gauge;,Albany Coast
109513,Mumballup Organics,-33.5384,116.1159,WA,rain gauge;,Preston River
109515,Porongurup North,-34.6468,117.908,WA,rain gauge;,Albany Coast
109516,Boddington North,-32.7786,116.4803,WA,rain gauge;,Murray River (Wa)
109517,Somme Creek,-33.9569,116.1433,WA,rain gauge;,Blackwood River
200100,Varanus Island,-20.655,115.5769,WA,rain gauge;,Onslow Coast
501008,Moochalabra No 1,-15.6235,128.1112,WA,rain gauge;,Ord River
501018,Mitchell Plateau (Dpaw),-14.7956,125.8286,WA,rain gauge;,King Edward River
501029,Moochalabra Dam,-15.615,128.1031,WA,rain gauge;water level gauge;,Ord River
502001,Mt Winifred,-18.0164,126.3056,WA,rain gauge;water level gauge;model point;,Fitzroy River (Wa)
502002,Mud Springs,-17.8833,126.8333,WA,rain gauge;,Fitzroy River (Wa)
502005,Mount Krauss,-18.3333,126.1333,WA,rain gauge;water level gauge;model point;,Fitzroy River (Wa)
502006,Me No Savvy,-18.4667,126.6,WA,rain gauge;water level gauge;model point;,Fitzroy River (Wa)
502007,Kununurra (Dpird),-15.6546,128.7092,WA,rain gauge;,Ord River
502014,Frog Hollow,-17.2787,128.057,WA,rain gauge;water level gauge;,Ord River
502015,Bedford Downs Tm,-17.4333,127.6167,WA,rain gauge;water level gauge;,Ord River
502019,Liamma Bore,-16.4,128.0833,WA,rain gauge;,Ord River
502020,Elgee Cliffs,-17.4167,127.3,WA,rain gauge;,Ord River
502024,Phillips Range,-16.8714,126.0511,WA,rain gauge;water level gauge;model point;,Fitzroy River (Wa)
502027,Dimond Gorge,-17.6667,126.0333,WA,rain gauge;water level gauge;model point;,Fitzroy River (Wa)
502028,Ord River Homestead,-17.3739,128.8533,WA,rain gauge;water level gauge;,Ord River
502030,Durack Range,-16.8684,127.7283,WA,rain gauge;,Ord River
502031,Dunham Gorge,-16.1872,128.2969,WA,rain gauge;water level gauge;,Ord River
502033,Microwave Tower,-15.7969,128.8687,WA,rain gauge;,Keep River
502038,Eight Mile Mill,-15.3216,128.651,WA,rain gauge;,Keep River
502039,Lake Kununurra,-15.782,128.738,WA,rain gauge;,Ord River
502046,Mount Rob,-15.9117,128.1861,WA,rain gauge;,Ord River
502059,Margaret Gorge,-18.2603,126.305,WA,rain gauge;water level gauge;model point;,Fitzroy River (Wa)
502062,Abney Hill,-15.7194,128.7487,WA,rain gauge;,Ord River
503000,Christmas Ck,-18.8311,125.8829,WA,rain gauge;water level gauge;model point;,Fitzroy River (Wa)
503007,Noonkanbah,-18.5092,124.8408,WA,rain gauge;water level gauge;model point;,Fitzroy River (Wa)
503008,Mount Joseph,-17.3667,125.1167,WA,rain gauge;water level gauge;,Lennard River
503009,Dales Yard,-17.0167,125.4167,WA,rain gauge;water level gauge;,Isdell River
503011,Ellendale,-17.94,124.795,WA,rain gauge;water level gauge;,Fitzroy River (Wa)
503012,Looma,-18.1033,124.1622,WA,rain gauge;water level gauge;model point;,Fitzroy River (Wa)
507016,Newman (Dow),-23.399,119.7911,WA,rain gauge;,Fortescue River
503016,Lombadina Airstrip,-16.5158,122.9214,WA,rain gauge;,Cape Leveque Coast
504001,Coonanarrina Pool,-21.0231,117.6072,WA,rain gauge;,Port Hedland Coast
504009,Upper North Pole,-21.1075,119.3372,WA,rain gauge;,De Grey River
504016,Nullagine Tm,-21.8894,120.1097,WA,rain gauge;water level gauge;,De Grey River
504030,Soansville,-21.4864,119.0427,WA,rain gauge;,Port Hedland Coast
504031,Abydos North,-21.3164,118.9981,WA,rain gauge;,Port Hedland Coast
504032,Pincunah,-21.2353,118.8317,WA,rain gauge;water level gauge;,Port Hedland Coast
504033,Carraba,-20.9389,118.7603,WA,rain gauge;,Port Hedland Coast
504036,Tumbinna Pool,-21.2258,120.4911,WA,rain gauge;water level gauge;,De Grey River
504037,Marble Bar Tm,-21.1934,119.7149,WA,rain gauge;water level gauge;,De Grey River
504039,Ripon Hills Road,-21.3158,121.0528,WA,rain gauge;water level gauge;,De Grey River
504042,Yarrie - Bhp,-20.6147,120.2851,WA,rain gauge;,De Grey River
504043,Yandi - Bhp,-22.71,119.107,WA,rain gauge;,Fortescue River
504046,Lyre Creek Well,-21.1787,117.2213,WA,rain gauge;,Port Hedland Coast
504047,Black Hills,-21.2287,117.0513,WA,rain gauge;,Port Hedland Coast
505004,Munjina,-22.6833,118.7167,WA,rain gauge;,Fortescue River
505009,Upper Portland,-21.4833,117.1667,WA,rain gauge;,Fortescue River
505010,Gregory Gorge,-21.5667,116.9167,WA,rain gauge;water level gauge;,Fortescue River
505011,Flat Rocks,-22.7167,118.9667,WA,rain gauge;water level gauge;,Fortescue River
505019,Area C - Bhp,-22.9264,118.8835,WA,rain gauge;,Fortescue River
505031,Robe River Catchment 56a,-21.7667,116.7333,WA,rain gauge;,Onslow Coast
505040,Tarina,-22.8844,119.2331,WA,rain gauge;water level gauge;,Fortescue River
505041,Waterloo Bore,-22.7325,119.3372,WA,rain gauge;water level gauge;,Fortescue River
505049,Christmas Creek,-22.3562,119.6497,WA,rain gauge;,Fortescue River
505051,Coondewanna,-22.965,118.8089,WA,rain gauge;,Fortescue River
505052,Boolgeeda Airport,-22.5422,117.2772,WA,rain gauge;,Fortescue River
505053,Barimunya,-22.6719,119.1628,WA,rain gauge;,Fortescue River
505056,Fortescue Dave Forrest,-22.29,119.4344,WA,rain gauge;,Fortescue River
505057,59 Mile Peg,-21.3387,117.0813,WA,rain gauge;,Port Hedland Coast
505062,Rundalla Bore,-22.0572,115.632,WA,rain gauge;,Onslow Coast
506002,Meedo Pool,-25.7333,115.1167,WA,rain gauge;water level gauge;,Wooramel River
506004,Minilya Bridge,-23.8167,114.0167,WA,rain gauge;water level gauge;,Lyndon-Minilya Rivers
506011,Fishy Pool,-24.9497,114.6442,WA,rain gauge;water level gauge;model point;,Gascoyne River
506012,Jimba,-25.0469,115.0656,WA,rain gauge;water level gauge;model point;,Gascoyne River
506013,Lyons River Crossing,-24.7039,115.3167,WA,rain gauge;water level gauge;model point;,Gascoyne River
506014,Carnarvon (Dpird),-24.8514,113.7314,WA,rain gauge;,Gascoyne River
506016,Pells Island,-25.1959,115.5175,WA,rain gauge;water level gauge;,Gascoyne River
507000,Yinnetharra Crossing,-24.6561,116.1647,WA,rain gauge;water level gauge;model point;,Gascoyne River
507002,Capricorn Range,-23.3125,116.8192,WA,rain gauge;water level gauge;,Ashburton River
507012,Wonmunna,-23.1039,118.9581,WA,rain gauge;,Fortescue River
507013,Wheelarra - Bhp,-23.3875,120.134,WA,rain gauge;,Fortescue River
507014,Whaleback - Bhp,-23.3405,119.7046,WA,rain gauge;,Fortescue River
507015,Ophthalmia - Bhp,-23.3265,119.848,WA,rain gauge;,Fortescue River
508011,Wicka,-28.5423,114.9468,WA,rain gauge;,Greenough River
508017,Pindarring Rocks,-28.1667,115.6833,WA,rain gauge;water level gauge;model point;,Greenough River
508071,Moora Nw (Dpird),-30.613,115.8975,WA,rain gauge;,Moore-Hill Rivers
508020,Karlanew Peak,-28.8167,114.85,WA,rain gauge;water level gauge;model point;,Greenough River
508021,Emu Springs,-27.8549,114.5459,WA,rain gauge;water level gauge;,Murchison River
508032,Mountain Bridge,-29.2358,115.0294,WA,rain gauge;water level gauge;model point;,Greenough River
508034,Nolba,-28.3639,114.8661,WA,rain gauge;,Greenough River
508035,Nardy Road,-30.5161,116.2614,WA,rain gauge;water level gauge;,Moore-Hill Rivers
508037,Mitthutharra,-28.5556,115.1608,WA,rain gauge;water level gauge;model point;,Greenough River
508040,Yerina,-28.2183,114.38,WA,rain gauge;water level gauge;,Greenough River
508041,Wongan Hills (Dpird),-30.844,116.7281,WA,rain gauge;,Avon River
508044,Moora (Dpird),-30.6597,116.0001,WA,rain gauge;,Moore-Hill Rivers
508045,Morawa (Dpird),-29.2203,115.9975,WA,rain gauge;,Yarra Yarra Lakes
508046,Mullewa (Dpird),-28.5881,115.4461,WA,rain gauge;,Greenough River
508047,Binnu (Dpird),-28.051,114.6958,WA,rain gauge;,Murchison River
508048,Mingenew (Dpird),-29.2844,115.391,WA,rain gauge;,Greenough River
508049,Eradu (Dpird),-28.6855,114.9741,WA,rain gauge;,Greenough River
508050,Chapman Valley (Dpird),-28.4578,114.7768,WA,rain gauge;,Murchison River
508051,Yuna (Dpird),-28.3376,114.9898,WA,rain gauge;,Greenough River
508052,Erangy Springs (Dpird),-28.8475,115.2722,WA,rain gauge;,Greenough River
508053,Perenjori Aero (Dpird),-29.4231,116.2813,WA,rain gauge;,Yarra Yarra Lakes
508054,Latham (Dpird),-29.7974,116.5539,WA,rain gauge;,Yarra Yarra Lakes
508055,Eneabba (Dpird),-29.7776,115.3193,WA,rain gauge;,Moore-Hill Rivers
508056,Watheroo  (Dpird),-30.3072,116.07,WA,rain gauge;,Moore-Hill Rivers
508057,Bindi Bindi (Dpird),-30.5932,116.3527,WA,rain gauge;,Avon River
508058,Three Springs (Dpird),-29.5232,115.8589,WA,rain gauge;,Yarra Yarra Lakes
508059,Gutha West (Dpird),-29.0587,115.8215,WA,rain gauge;,Greenough River
508060,Canna East (Dpird),-28.8492,115.997,WA,rain gauge;,Yarra Yarra Lakes
508061,Allanooka (Dpird),-29.0459,114.9737,WA,rain gauge;,Greenough River
508062,Coorow West (Dpird),-29.9265,115.9757,WA,rain gauge;,Yarra Yarra Lakes
508063,Warradarge East (Dpird),-30.0391,115.4988,WA,rain gauge;,Moore-Hill Rivers
508064,Kapari,-28.1442,114.7021,WA,rain gauge;,Greenough River
508065,Long Pool,-30.5762,116.1734,WA,rain gauge;,Moore-Hill Rivers
508066,Casleys,-28.0363,114.4657,WA,rain gauge;,Greenough River
508067,Mingenew Nw (Dpird),-29.1515,115.385,WA,rain gauge;,Greenough River
508068,Yuna Ne (Dpird),-28.2093,115.2765,WA,rain gauge;,Greenough River
508069,Dudawa (Dpird),-29.3542,115.7325,WA,rain gauge;,Yarra Yarra Lakes
508070,Buntine West (Dpird),-29.9384,116.3488,WA,rain gauge;,Moore-Hill Rivers
509004,Neds Corner,-33.7058,121.1428,WA,rain gauge;water level gauge;,Esperance Coast
509011,Black Cat Flat,-34.9333,118.0833,WA,rain gauge;water level gauge;,Albany Coast
509022,Woonanup,-34.7037,117.2921,WA,rain gauge;water level gauge;,Denmark River
509062,George Road,-33.9062,115.2696,WA,rain gauge;,Busselton Coast
509065,Willmots Farm,-33.95,115.05,WA,rain gauge;water level gauge;,Busselton Coast
509073,Mandalay,-33.5667,116.0667,WA,rain gauge;,Preston River
509076,Pesconeris Farm,-33.5333,115.8667,WA,rain gauge;,Preston River
509081,Balinghalls Farm,-33.2333,116.15,WA,rain gauge;,Collie River
509082,Sandy Road,-33.1032,116.1846,WA,rain gauge;,Collie River
509109,Gingin Epa,-31.33,115.9,WA,rain gauge;,Moore-Hill Rivers
509119,Dingo Road,-33.0833,116.0333,WA,rain gauge;water level gauge;,Harvey River
509129,Brookdale Siding,-32.7,115.9667,WA,rain gauge;water level gauge;,Murray River (Wa)
509141,Chittering Road,-31.5,116.2667,WA,rain gauge;,Swan Coast
509168,Hill River Springs,-30.2833,115.3667,WA,rain gauge;water level gauge;,Moore-Hill Rivers
509184,Lawson Road,-33.95,115.5,WA,rain gauge;,Blackwood River
509191,Harman South Rd,-33.8,115.0667,WA,rain gauge;,Busselton Coast
509195,Fairfield,-33.7433,121.2567,WA,rain gauge;water level gauge;,Esperance Coast
509199,Brennans Ford,-34.2761,115.3022,WA,rain gauge;water level gauge;model point;,Blackwood River
509212,Quabicup Hill,-34.3311,116.4585,WA,rain gauge;water level gauge;,Warren River
509220,Wights Catch,-33.4167,115.9833,WA,rain gauge;,Collie River
509221,O'Neil Road,-32.5047,116.1844,WA,rain gauge;water level gauge;,Murray River (Wa)
509248,Dons Catchment,-33.2833,116.4667,WA,rain gauge;,Collie River
509271,Mount Curtis,-32.2094,116.0786,WA,rain gauge;,Swan Coast
509278,Styx Junction,-34.8833,117.0833,WA,rain gauge;water level gauge;,Kent River
509281,Wanneroo (Dpird),-31.5831,115.6942,WA,rain gauge;,Swan Coast
509295,Dog Hill,-32.3411,115.8608,WA,rain gauge;water level gauge;,Murray River (Wa)
509300,Teds Pool,-34.7667,116.6167,WA,rain gauge;water level gauge;,Shannon River
509307,Samson Brook Dam,-32.8833,116.0167,WA,rain gauge;,Harvey River
509310,Harris Road,-33.3627,115.749,WA,rain gauge;,Preston River
509321,Maxon Farm,-33.3151,116.5745,WA,rain gauge;water level gauge;,Collie River
509355,Whicher Range,-33.8,115.4333,WA,rain gauge;water level gauge;,Busselton Coast
509359,Welshpool Depot,-31.9833,115.9333,WA,rain gauge;,Swan Coast
509366,Bristol Road,-32.9085,115.8195,WA,rain gauge;,Harvey River
509368,Urquharts,-32.8953,115.9633,WA,rain gauge;water level gauge;,Harvey River
509370,Sandalwood,-33.2208,115.9214,WA,rain gauge;water level gauge;,Collie River
509381,Quinns Ford,-30.9811,115.8203,WA,rain gauge;water level gauge;,Moore-Hill Rivers
509385,Rocky Glen,-34.6239,117.0336,WA,rain gauge;water level gauge;,Kent River
509388,Yalliawirra North,-31.6656,116.1094,WA,rain gauge;,Swan Coast
509391,South Perth (Dpird),-31.9902,115.885,WA,rain gauge;,Swan Coast
509396,Medina (Dpird),-32.2207,115.8076,WA,rain gauge;,Murray River (Wa)
509408,James Well,-33.4567,116.4242,WA,rain gauge;,Collie River
509412,Wattle Block,-34.6889,116.5237,WA,rain gauge;water level gauge;,Shannon River
509419,Bookine Bookine,-31.3194,115.627,WA,rain gauge;water level gauge;,Moore-Hill Rivers
509430,Gin Gin West (Dpird),-31.3318,115.6035,WA,rain gauge;,Swan Coast
509431,Lancelin East (Dpird),-30.8848,115.4079,WA,rain gauge;,Moore-Hill Rivers
509439,Sleeman Road Bridge,-34.9594,117.5017,WA,rain gauge;water level gauge;,Denmark River
509445,Badgingarra (Dpird),-30.3381,115.5395,WA,rain gauge;,Moore-Hill Rivers
509446,Floreat Park (Dpird),-31.9512,115.7923,WA,rain gauge;,Swan Coast
509453,Beigpiegup,-34.8283,117.3908,WA,rain gauge;water level gauge;,Denmark River
509455,Rolling Green (Dpaw),-31.6953,116.3184,WA,rain gauge;,Swan Coast
509460,Bournbrook Avenue,-32.2485,115.9645,WA,rain gauge;,Murray River (Wa)
509466,Kompup,-34.6994,117.2169,WA,rain gauge;water level gauge;,Denmark River
509472,Old Mandurah Road,-32.5747,115.8322,WA,rain gauge;,Murray River (Wa)
509474,Sunny Glen,-34.9108,117.4783,WA,rain gauge;water level gauge;,Denmark River
509478,Jurien Bay (Dpird),-30.2961,115.2213,WA,rain gauge;,Moore-Hill Rivers
509479,New Norcia (Dpird),-31.0808,116.1999,WA,rain gauge;,Moore-Hill Rivers
509486,Jarrahdale 2 (Dpird),-32.3514,116.0495,WA,rain gauge;,Murray River (Wa)
509487,Bindoon (Dpird),-31.3978,116.1013,WA,rain gauge;,Swan Coast
509488,Kings Park (Dpird),-31.9589,115.8382,WA,rain gauge;,Swan Coast
509489,Glen Eagle (Dpird),-32.2528,116.1415,WA,rain gauge;,Swan Coast
509490,Jarrahdale (Dpird),-32.3342,116.0755,WA,rain gauge;,Murray River (Wa)
509516,Moodiarup Tm,-33.6161,116.7678,WA,rain gauge;water level gauge;model point;,Blackwood River
509520,Chapman Hill Tm,-33.7556,115.3294,WA,rain gauge;,Busselton Coast
509528,Woodperry Homestead,-33.6283,115.9475,WA,rain gauge;water level gauge;,Preston River
509539,James Crossing,-33.3814,116.5811,WA,rain gauge;water level gauge;,Collie River
509544,Saddleback Road Bridge,-32.9933,116.4278,WA,rain gauge;water level gauge;model point;,Murray River (Wa)
509545,Marradong Road Bridge,-32.8656,116.3981,WA,rain gauge;water level gauge;model point;,Murray River (Wa)
509553,Vasse (Dpird),-33.7529,115.3598,WA,rain gauge;,Busselton Coast
509554,Manjimup (Dpird),-34.2993,116.1273,WA,rain gauge;,Warren River
509555,Mount Barker (Dpird),-34.6341,117.5382,WA,rain gauge;,Denmark River
509556,Esperance (Dpird),-33.6092,121.7956,WA,rain gauge;,Esperance Coast
509562,Myalup (Dpird),-33.0961,115.7188,WA,rain gauge;,Harvey River
509563,Donnybrook (Dpird),-33.5411,115.821,WA,rain gauge;,Preston River
509564,Beedelup (Dpird),-34.4091,115.9105,WA,rain gauge;,Donnelly River
509570,Wellstead (Dpird),-34.4893,118.6182,WA,rain gauge;,Albany Coast
509571,Many Peaks (Dpird),-34.7679,118.2246,WA,rain gauge;,Albany Coast
509573,Frankland (Dpird),-34.3649,116.9806,WA,rain gauge;,Frankland River
509574,Coomalbidgup (Dpird),-33.747,121.2819,WA,rain gauge;,Esperance Coast
509575,Waroona (Dpird),-32.8561,115.8943,WA,rain gauge;,Harvey River
509576,Harvey (Dpird),-33.0622,115.8546,WA,rain gauge;,Harvey River
509577,Dardanup (Dpird),-33.3368,115.7837,WA,rain gauge;,Collie River
509579,Condingup West (Dpird),-33.7529,122.3014,WA,rain gauge;,Esperance Coast
509580,Quaelup (Dpird),-33.8821,116.8422,WA,rain gauge;,Blackwood River
509581,Gairdner (Dpird),-34.3054,119.0986,WA,rain gauge;,Albany Coast
509582,Stirlings South (Dpird),-34.5536,117.9283,WA,rain gauge;,Albany Coast
509583,Scott River (Dpird),-34.2507,115.2894,WA,rain gauge;,Blackwood River
509584,Wilyabrup (Dpird),-33.7919,115.0637,WA,rain gauge;,Busselton Coast
509594,Worsley,-33.3109,116.0502,WA,rain gauge;water level gauge;,Collie River
509595,Boyatup (Dpird),-33.7599,123.1247,WA,rain gauge;,Esperance Coast
509596,Pinjarra (Dpird),-32.6956,115.9163,WA,rain gauge;,Murray River (Wa)
509597,Marradong (Dpird),-32.8549,116.4499,WA,rain gauge;,Murray River (Wa)
509598,Logue Brook (Dpird),-32.9934,115.9396,WA,rain gauge;,Harvey River
509599,Brunswick Junction (Dpird),-33.2709,115.7965,WA,rain gauge;,Collie River
509600,Gordon,-32.6275,116.2409,WA,rain gauge;,Murray River (Wa)
509601,Cameron West,-32.5922,116.2435,WA,rain gauge;,Murray River (Wa)
